Year,CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Sheltered ES Homeless Individuals,Sheltered TH Homeless Individuals,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Unsheltered Homeless Individuals,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Sheltered SH Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals
2010,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,1385.0,150.0,140.0,5.0,295.0,1090.0,963.0,83.0,131.0,5.0,219.0,744.0,422.0,67.0,9.0,76.0,346.0,126.0,25.0,3.0,28.0,98.0,5.0,41.0,11.0,5.0,16.0,25.0
2010,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,3879.0,1477.0,1616.0,27.0,3120.0,759.0,2562.0,973.0,803.0,27.0,1803.0,759.0,1317.0,504.0,813.0,1317.0,0.0,397.0,179.0,218.0,397.0,0.0,15.0,547.0,291.0,15.0,306.0,241.0
2010,FL-601,Ft Lauderdale/Broward County CoC,No 2010 PIT Count,3225.0,884.0,1541.0,0.0,2425.0,800.0,2575.0,658.0,1181.0,0.0,1839.0,736.0,650.0,226.0,360.0,586.0,64.0,206.0,61.0,128.0,189.0,17.0,0.0,377.0,171.0,0.0,171.0,206.0
2010,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,376.0,60.0,142.0,0.0,202.0,174.0,285.0,35.0,123.0,0.0,158.0,127.0,91.0,25.0,19.0,44.0,47.0,39.0,10.0,6.0,16.0,23.0,0.0,77.0,48.0,0.0,48.0,29.0
2010,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,944.0,173.0,288.0,0.0,461.0,483.0,720.0,88.0,259.0,0.0,347.0,373.0,224.0,85.0,29.0,114.0,110.0,55.0,24.0,9.0,33.0,22.0,0.0,189.0,53.0,0.0,53.0,136.0
2010,FL-604,Monroe County CoC,No 2010 PIT Count,1040.0,186.0,138.0,0.0,324.0,716.0,838.0,136.0,90.0,0.0,226.0,612.0,202.0,50.0,48.0,98.0,104.0,81.0,15.0,14.0,29.0,52.0,0.0,289.0,164.0,0.0,164.0,125.0
2010,FL-605,West Palm Beach/Palm Beach County CoC,No 2010 PIT Count,2147.0,445.0,295.0,0.0,740.0,1407.0,1682.0,209.0,224.0,0.0,433.0,1249.0,465.0,236.0,71.0,307.0,158.0,138.0,69.0,20.0,89.0,49.0,0.0,417.0,79.0,0.0,79.0,338.0
2010,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,401.0,231.0,93.0,0.0,324.0,77.0,276.0,156.0,43.0,0.0,199.0,77.0,125.0,75.0,50.0,125.0,0.0,43.0,25.0,18.0,43.0,0.0,0.0,66.0,22.0,0.0,22.0,44.0
2010,GA-500,Atlanta CoC,No 2010 PIT Count,7019.0,2357.0,2498.0,0.0,4855.0,2164.0,5781.0,1998.0,1715.0,0.0,3713.0,2068.0,1238.0,359.0,783.0,1142.0,96.0,492.0,126.0,333.0,459.0,33.0,0.0,1649.0,947.0,0.0,947.0,702.0
2010,GA-501,Georgia Balance of State CoC,Sheltered-Only Count,9750.0,972.0,971.0,0.0,1943.0,7807.0,6315.0,438.0,201.0,0.0,639.0,5676.0,3435.0,534.0,770.0,1304.0,2131.0,1058.0,173.0,239.0,412.0,646.0,0.0,1221.0,116.0,0.0,116.0,1105.0
2010,GA-503,Athens-Clarke County CoC,Sheltered and Unsheltered Count,496.0,151.0,118.0,0.0,269.0,227.0,353.0,99.0,43.0,0.0,142.0,211.0,143.0,52.0,75.0,127.0,16.0,44.0,17.0,22.0,39.0,5.0,0.0,119.0,35.0,0.0,35.0,84.0
2010,GA-504,Augusta-Richmond County CoC,No 2010 PIT Count,556.0,236.0,276.0,0.0,512.0,44.0,405.0,193.0,191.0,0.0,384.0,21.0,151.0,43.0,85.0,128.0,23.0,51.0,10.0,24.0,34.0,17.0,0.0,142.0,142.0,0.0,142.0,0.0
2010,GA-505,Columbus-Muscogee CoC,Sheltered-Only Count,468.0,201.0,63.0,0.0,264.0,204.0,351.0,146.0,57.0,0.0,203.0,148.0,117.0,55.0,6.0,61.0,56.0,34.0,15.0,2.0,17.0,17.0,0.0,141.0,56.0,0.0,56.0,85.0
2010,GA-506,Marietta/Cobb County CoC,Sheltered-Only Count,470.0,104.0,240.0,0.0,344.0,126.0,266.0,54.0,89.0,0.0,143.0,123.0,204.0,50.0,151.0,201.0,3.0,70.0,18.0,51.0,69.0,1.0,0.0,104.0,7.0,0.0,7.0,97.0
2010,GA-507,Savannah/Chatham County CoC,Sheltered and Unsheltered Count,1077.0,282.0,277.0,0.0,559.0,518.0,906.0,218.0,170.0,0.0,388.0,518.0,171.0,64.0,107.0,171.0,0.0,63.0,22.0,41.0,63.0,0.0,0.0,259.0,192.0,0.0,192.0,67.0
2010,GU-500,Guam CoC,Sheltered and Unsheltered Count,1635.0,56.0,126.0,0.0,182.0,1453.0,534.0,12.0,25.0,0.0,37.0,497.0,1101.0,44.0,101.0,145.0,956.0,172.0,10.0,22.0,32.0,140.0,0.0,28.0,1.0,0.0,1.0,27.0
2010,HI-500,Hawaii Balance of State CoC,Sheltered and Unsheltered Count,1663.0,212.0,526.0,0.0,738.0,925.0,935.0,72.0,116.0,0.0,188.0,747.0,728.0,140.0,410.0,550.0,178.0,195.0,42.0,106.0,148.0,47.0,0.0,249.0,22.0,0.0,22.0,227.0
2010,HI-501,Honolulu City and County CoC,Sheltered and Unsheltered Count,4171.0,782.0,1990.0,25.0,2797.0,1374.0,1954.0,390.0,341.0,25.0,756.0,1198.0,2217.0,392.0,1649.0,2041.0,176.0,569.0,109.0,418.0,527.0,42.0,19.0,552.0,55.0,19.0,74.0,478.0
2010,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Sheltered and Unsheltered Count,308.0,119.0,175.0,0.0,294.0,14.0,129.0,80.0,35.0,0.0,115.0,14.0,179.0,39.0,140.0,179.0,0.0,57.0,11.0,46.0,57.0,0.0,0.0,45.0,42.0,0.0,42.0,3.0
2010,IA-501,Iowa Balance of State CoC,Sheltered and Unsheltered Count,1686.0,646.0,1007.0,0.0,1653.0,33.0,713.0,390.0,297.0,0.0,687.0,26.0,973.0,256.0,710.0,966.0,7.0,318.0,86.0,229.0,315.0,3.0,0.0,91.0,69.0,0.0,69.0,22.0
2010,IA-502,Des Moines/Polk County CoC,Sheltered and Unsheltered Count,1020.0,297.0,659.0,0.0,956.0,64.0,686.0,220.0,404.0,0.0,624.0,62.0,334.0,77.0,255.0,332.0,2.0,106.0,26.0,79.0,105.0,1.0,0.0,113.0,71.0,0.0,71.0,42.0
2010,ID-500,Boise/Ada County CoC,Sheltered and Unsheltered Count,872.0,499.0,248.0,0.0,747.0,125.0,645.0,379.0,153.0,0.0,532.0,113.0,227.0,120.0,95.0,215.0,12.0,73.0,37.0,32.0,69.0,4.0,0.0,37.0,21.0,0.0,21.0,16.0
2010,ID-501,Idaho Balance of State CoC,Sheltered and Unsheltered Count,1474.0,297.0,520.0,0.0,817.0,657.0,800.0,153.0,146.0,0.0,299.0,501.0,674.0,144.0,374.0,518.0,156.0,214.0,51.0,122.0,173.0,41.0,0.0,74.0,16.0,0.0,16.0,58.0
2010,IL-500,McHenry County CoC,Sheltered and Unsheltered Count,212.0,88.0,123.0,0.0,211.0,1.0,124.0,72.0,51.0,0.0,123.0,1.0,88.0,16.0,72.0,88.0,0.0,30.0,6.0,24.0,30.0,0.0,0.0,5.0,4.0,0.0,4.0,1.0
2010,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",Sheltered and Unsheltered Count,739.0,206.0,406.0,0.0,612.0,127.0,326.0,89.0,137.0,0.0,226.0,100.0,413.0,117.0,269.0,386.0,27.0,110.0,29.0,72.0,101.0,9.0,0.0,235.0,189.0,0.0,189.0,46.0
2010,IL-502,"Waukegan, North Chicago/Lake County CoC",Sheltered and Unsheltered Count,474.0,220.0,221.0,13.0,454.0,20.0,237.0,112.0,92.0,13.0,217.0,20.0,237.0,108.0,129.0,237.0,0.0,96.0,49.0,47.0,96.0,0.0,13.0,62.0,48.0,13.0,61.0,1.0
2010,IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",No 2010 PIT Count,534.0,404.0,126.0,0.0,530.0,4.0,209.0,128.0,77.0,0.0,205.0,4.0,325.0,276.0,49.0,325.0,0.0,124.0,111.0,13.0,124.0,0.0,0.0,47.0,47.0,0.0,47.0,0.0
2010,IL-504,Madison County CoC,No 2010 PIT Count,202.0,82.0,79.0,0.0,161.0,41.0,62.0,28.0,3.0,0.0,31.0,31.0,140.0,54.0,76.0,130.0,10.0,42.0,16.0,23.0,39.0,3.0,0.0,9.0,0.0,0.0,0.0,9.0
2010,IL-506,"Joliet, Bolingbrook/Will County CoC",Sheltered and Unsheltered Count,389.0,135.0,223.0,0.0,358.0,31.0,187.0,112.0,49.0,0.0,161.0,26.0,202.0,23.0,174.0,197.0,5.0,66.0,8.0,56.0,64.0,2.0,0.0,85.0,74.0,0.0,74.0,11.0
2010,IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",Sheltered and Unsheltered Count,376.0,243.0,103.0,0.0,346.0,30.0,205.0,153.0,36.0,0.0,189.0,16.0,171.0,90.0,67.0,157.0,14.0,70.0,32.0,32.0,64.0,6.0,0.0,84.0,84.0,0.0,84.0,0.0
2010,IL-508,"East St. Louis, Belleville/St. Clair County CoC",Sheltered-Only Count,514.0,132.0,88.0,0.0,220.0,294.0,297.0,56.0,26.0,0.0,82.0,215.0,217.0,76.0,62.0,138.0,79.0,96.0,31.0,31.0,62.0,34.0,0.0,36.0,6.0,0.0,6.0,30.0
2010,IL-510,Chicago CoC,No 2010 PIT Count,6240.0,1691.0,3665.0,0.0,5356.0,884.0,3342.0,1447.0,1101.0,0.0,2548.0,794.0,2898.0,244.0,2564.0,2808.0,90.0,883.0,75.0,786.0,861.0,22.0,0.0,689.0,416.0,0.0,416.0,273.0
2010,IL-511,Cook County CoC,Sheltered-Only Count,1390.0,463.0,662.0,14.0,1139.0,251.0,790.0,363.0,177.0,14.0,554.0,236.0,600.0,100.0,485.0,585.0,15.0,196.0,40.0,152.0,192.0,4.0,14.0,231.0,101.0,14.0,115.0,116.0
2010,IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,639.0,206.0,190.0,23.0,419.0,220.0,365.0,158.0,65.0,23.0,246.0,119.0,274.0,48.0,125.0,173.0,101.0,92.0,16.0,38.0,54.0,38.0,5.0,86.0,50.0,5.0,55.0,31.0
2010,IL-513,Springfield/Sangamon County CoC,Sheltered and Unsheltered Count,287.0,146.0,138.0,0.0,284.0,3.0,176.0,122.0,51.0,0.0,173.0,3.0,111.0,24.0,87.0,111.0,0.0,45.0,9.0,36.0,45.0,0.0,0.0,93.0,93.0,0.0,93.0,0.0
2010,IL-514,DuPage County CoC,Sheltered-Only Count,712.0,185.0,419.0,0.0,604.0,108.0,361.0,144.0,118.0,0.0,262.0,99.0,351.0,41.0,301.0,342.0,9.0,120.0,14.0,103.0,117.0,3.0,0.0,148.0,49.0,0.0,49.0,99.0
2010,IL-515,South Central Illinois CoC,Sheltered and Unsheltered Count,190.0,67.0,105.0,0.0,172.0,18.0,46.0,33.0,4.0,0.0,37.0,9.0,144.0,34.0,101.0,135.0,9.0,38.0,9.0,26.0,35.0,3.0,0.0,8.0,3.0,0.0,3.0,5.0
2010,IL-516,Decatur/Macon County CoC,Sheltered and Unsheltered Count,197.0,70.0,70.0,5.0,145.0,52.0,118.0,64.0,13.0,5.0,82.0,36.0,79.0,6.0,57.0,63.0,16.0,25.0,2.0,17.0,19.0,6.0,5.0,51.0,29.0,5.0,34.0,17.0
2010,IL-517,"Aurora, Elgin/Kane County CoC",No 2010 PIT Count,445.0,269.0,123.0,0.0,392.0,53.0,333.0,223.0,57.0,0.0,280.0,53.0,112.0,46.0,66.0,112.0,0.0,32.0,12.0,20.0,32.0,0.0,0.0,188.0,155.0,0.0,155.0,33.0
2010,IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,392.0,150.0,235.0,0.0,385.0,7.0,177.0,83.0,87.0,0.0,170.0,7.0,215.0,67.0,148.0,215.0,0.0,72.0,23.0,49.0,72.0,0.0,0.0,34.0,27.0,0.0,27.0,7.0
2010,IL-519,West Central Illinois CoC,Sheltered-Only Count,172.0,60.0,112.0,0.0,172.0,0.0,61.0,32.0,29.0,0.0,61.0,0.0,111.0,28.0,83.0,111.0,0.0,51.0,10.0,41.0,51.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0
2010,IL-520,Southern Illinois CoC,Sheltered and Unsheltered Count,291.0,164.0,84.0,0.0,248.0,43.0,152.0,95.0,25.0,0.0,120.0,32.0,139.0,69.0,59.0,128.0,11.0,41.0,19.0,19.0,38.0,3.0,0.0,35.0,19.0,0.0,19.0,16.0
2010,IN-502,Indiana Balance of State CoC,Sheltered and Unsheltered Count,4958.0,2078.0,1794.0,0.0,3872.0,1086.0,2658.0,1211.0,726.0,0.0,1937.0,721.0,2300.0,867.0,1068.0,1935.0,365.0,731.0,283.0,341.0,624.0,107.0,0.0,652.0,404.0,0.0,404.0,248.0
2010,IN-503,Indianapolis CoC,Sheltered and Unsheltered Count,1494.0,629.0,732.0,0.0,1361.0,133.0,930.0,307.0,492.0,0.0,799.0,131.0,564.0,322.0,240.0,562.0,2.0,182.0,102.0,79.0,181.0,1.0,0.0,123.0,74.0,0.0,74.0,49.0
2010,KS-502,Wichita/Sedgwick County CoC,No 2010 PIT Count,384.0,309.0,43.0,0.0,352.0,32.0,310.0,263.0,15.0,0.0,278.0,32.0,74.0,46.0,28.0,74.0,0.0,25.0,14.0,11.0,25.0,0.0,0.0,71.0,60.0,0.0,60.0,11.0
2010,KS-503,Topeka/Shawnee County CoC,Sheltered-Only Count,356.0,240.0,97.0,0.0,337.0,19.0,228.0,180.0,29.0,0.0,209.0,19.0,128.0,60.0,68.0,128.0,0.0,32.0,20.0,12.0,32.0,0.0,0.0,7.0,2.0,0.0,2.0,5.0
2010,KS-505,"Overland Park, Shawnee/Johnson County CoC",No 2010 PIT Count,210.0,130.0,36.0,0.0,166.0,44.0,58.0,42.0,3.0,0.0,45.0,13.0,152.0,88.0,33.0,121.0,31.0,48.0,27.0,11.0,38.0,10.0,0.0,8.0,5.0,0.0,5.0,3.0
2010,KS-507,Kansas Balance of State CoC,No 2010 PIT Count,859.0,461.0,339.0,0.0,800.0,59.0,593.0,291.0,256.0,0.0,547.0,46.0,266.0,170.0,83.0,253.0,13.0,85.0,53.0,28.0,81.0,4.0,0.0,77.0,68.0,0.0,68.0,9.0
2010,KY-500,Kentucky Balance of State CoC,Sheltered and Unsheltered Count,3446.0,1290.0,1414.0,0.0,2704.0,742.0,1827.0,729.0,506.0,0.0,1235.0,592.0,1619.0,561.0,908.0,1469.0,150.0,492.0,171.0,276.0,447.0,45.0,0.0,316.0,138.0,0.0,138.0,178.0
2010,KY-501,Louisville-Jefferson County CoC,Sheltered and Unsheltered Count,1626.0,978.0,472.0,10.0,1460.0,166.0,1241.0,797.0,268.0,10.0,1075.0,166.0,385.0,181.0,204.0,385.0,0.0,137.0,60.0,77.0,137.0,0.0,4.0,203.0,144.0,4.0,148.0,55.0
2010,KY-502,Lexington-Fayette County CoC,Sheltered and Unsheltered Count,1551.0,472.0,961.0,2.0,1435.0,116.0,1057.0,352.0,597.0,2.0,951.0,106.0,494.0,120.0,364.0,484.0,10.0,176.0,37.0,135.0,172.0,4.0,0.0,176.0,118.0,0.0,118.0,58.0
2010,LA-500,Lafayette/Acadiana CoC,No 2010 PIT Count,731.0,240.0,298.0,0.0,538.0,193.0,383.0,126.0,141.0,0.0,267.0,116.0,348.0,114.0,157.0,271.0,77.0,114.0,39.0,53.0,92.0,22.0,0.0,36.0,21.0,0.0,21.0,15.0
2010,LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",No 2010 PIT Count,830.0,265.0,474.0,0.0,739.0,91.0,461.0,141.0,248.0,0.0,389.0,72.0,369.0,124.0,226.0,350.0,19.0,116.0,36.0,75.0,111.0,5.0,0.0,56.0,17.0,0.0,17.0,39.0
2010,LA-503,New Orleans/Jefferson Parish CoC,No 2010 PIT Count,8725.0,643.0,697.0,0.0,1340.0,7385.0,7957.0,526.0,337.0,0.0,863.0,7094.0,768.0,117.0,360.0,477.0,291.0,252.0,39.0,121.0,160.0,92.0,0.0,4579.0,146.0,0.0,146.0,4433.0
2010,LA-505,Monroe/Northeast Louisiana CoC,No 2010 PIT Count,228.0,75.0,112.0,0.0,187.0,41.0,93.0,51.0,18.0,0.0,69.0,24.0,135.0,24.0,94.0,118.0,17.0,38.0,7.0,26.0,33.0,5.0,0.0,19.0,9.0,0.0,9.0,10.0
2010,LA-506,Slidell/Southeast Louisiana CoC,Sheltered-Only Count,357.0,49.0,146.0,0.0,195.0,162.0,167.0,34.0,48.0,0.0,82.0,85.0,190.0,15.0,98.0,113.0,77.0,70.0,5.0,37.0,42.0,28.0,0.0,24.0,2.0,0.0,2.0,22.0
2010,LA-507,Alexandria/Central Louisiana CoC,No 2010 PIT Count,151.0,36.0,68.0,0.0,104.0,47.0,103.0,6.0,68.0,0.0,74.0,29.0,48.0,30.0,0.0,30.0,18.0,15.0,9.0,0.0,9.0,6.0,0.0,8.0,0.0,0.0,0.0,8.0
2010,LA-509,Louisiana Balance of State CoC,No 2010 PIT Count,1460.0,309.0,684.0,0.0,993.0,467.0,937.0,132.0,514.0,0.0,646.0,291.0,523.0,177.0,170.0,347.0,176.0,158.0,52.0,55.0,107.0,51.0,0.0,93.0,31.0,0.0,31.0,62.0
2010,MA-500,Boston CoC,Sheltered and Unsheltered Count,5139.0,3629.0,1250.0,5.0,4884.0,255.0,2371.0,1317.0,794.0,5.0,2116.0,255.0,2768.0,2312.0,456.0,2768.0,0.0,947.0,756.0,191.0,947.0,0.0,0.0,709.0,544.0,0.0,544.0,165.0
2010,MA-501,"Holyoke/Franklin, Hampden, Hampshire Counties CoC",Sheltered and Unsheltered Count,1881.0,1407.0,401.0,5.0,1813.0,68.0,543.0,122.0,348.0,5.0,475.0,68.0,1338.0,1285.0,53.0,1338.0,0.0,421.0,400.0,21.0,421.0,0.0,5.0,78.0,29.0,5.0,34.0,44.0
2010,MA-502,Lynn CoC,Sheltered and Unsheltered Count,464.0,360.0,79.0,0.0,439.0,25.0,154.0,64.0,65.0,0.0,129.0,25.0,310.0,296.0,14.0,310.0,0.0,102.0,97.0,5.0,102.0,0.0,0.0,168.0,157.0,0.0,157.0,11.0
2010,MA-503,Cape Cod Islands CoC,Sheltered and Unsheltered Count,504.0,241.0,72.0,0.0,313.0,191.0,275.0,86.0,58.0,0.0,144.0,131.0,229.0,155.0,14.0,169.0,60.0,87.0,62.0,4.0,66.0,21.0,0.0,122.0,55.0,0.0,55.0,67.0
2010,MA-504,Springfield/Hampden County CoC,Sheltered and Unsheltered Count,886.0,643.0,227.0,6.0,876.0,10.0,308.0,194.0,98.0,6.0,298.0,10.0,578.0,449.0,129.0,578.0,0.0,188.0,139.0,49.0,188.0,0.0,6.0,87.0,74.0,6.0,80.0,7.0
2010,MA-505,New Bedford CoC,Sheltered and Unsheltered Count,374.0,122.0,215.0,0.0,337.0,37.0,276.0,39.0,200.0,0.0,239.0,37.0,98.0,83.0,15.0,98.0,0.0,35.0,28.0,7.0,35.0,0.0,0.0,31.0,25.0,0.0,25.0,6.0
2010,MA-506,Worcester City & County CoC,Sheltered and Unsheltered Count,1409.0,892.0,449.0,13.0,1354.0,55.0,482.0,303.0,117.0,13.0,433.0,49.0,927.0,589.0,332.0,921.0,6.0,319.0,199.0,118.0,317.0,2.0,0.0,86.0,60.0,0.0,60.0,26.0
2010,MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Sheltered and Unsheltered Count,280.0,50.0,143.0,0.0,193.0,87.0,164.0,13.0,129.0,0.0,142.0,22.0,116.0,37.0,14.0,51.0,65.0,46.0,16.0,6.0,22.0,24.0,0.0,66.0,56.0,0.0,56.0,10.0
2010,MA-509,Cambridge CoC,Sheltered and Unsheltered Count,559.0,360.0,129.0,0.0,489.0,70.0,340.0,193.0,77.0,0.0,270.0,70.0,219.0,167.0,52.0,219.0,0.0,83.0,65.0,18.0,83.0,0.0,0.0,194.0,124.0,0.0,124.0,70.0
2010,MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Sheltered and Unsheltered Count,1186.0,1020.0,135.0,0.0,1155.0,31.0,366.0,297.0,38.0,0.0,335.0,31.0,820.0,723.0,97.0,820.0,0.0,289.0,252.0,37.0,289.0,0.0,0.0,153.0,140.0,0.0,140.0,13.0
2010,MA-515,Fall River CoC,Sheltered and Unsheltered Count,253.0,144.0,94.0,0.0,238.0,15.0,116.0,49.0,52.0,0.0,101.0,15.0,137.0,95.0,42.0,137.0,0.0,46.0,29.0,17.0,46.0,0.0,0.0,28.0,26.0,0.0,26.0,2.0
2010,MA-516,Massachusetts Balance of State CoC,Sheltered and Unsheltered Count,3537.0,2501.0,858.0,6.0,3365.0,172.0,938.0,455.0,305.0,6.0,766.0,172.0,2599.0,2046.0,553.0,2599.0,0.0,920.0,694.0,226.0,920.0,0.0,6.0,278.0,188.0,6.0,194.0,84.0
2010,MA-519,"Attleboro, Taunton/Bristol County CoC",Sheltered and Unsheltered Count,174.0,82.0,57.0,0.0,139.0,35.0,70.0,21.0,14.0,0.0,35.0,35.0,104.0,61.0,43.0,104.0,0.0,43.0,26.0,17.0,43.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0
2010,MD-501,Baltimore CoC,No 2010 PIT Count,3419.0,896.0,1295.0,0.0,2191.0,1228.0,2484.0,664.0,1083.0,0.0,1747.0,737.0,935.0,232.0,212.0,444.0,491.0,359.0,93.0,70.0,163.0,196.0,0.0,853.0,625.0,0.0,625.0,228.0
2010,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,395.0,188.0,78.0,0.0,266.0,129.0,262.0,120.0,13.0,0.0,133.0,129.0,133.0,68.0,65.0,133.0,0.0,39.0,19.0,20.0,39.0,0.0,0.0,67.0,50.0,0.0,50.0,17.0
2010,MD-504,Howard County CoC,Sheltered and Unsheltered Count,221.0,108.0,49.0,0.0,157.0,64.0,92.0,38.0,0.0,0.0,38.0,54.0,129.0,70.0,49.0,119.0,10.0,43.0,24.0,16.0,40.0,3.0,0.0,64.0,13.0,0.0,13.0,51.0
2010,MD-505,Baltimore County CoC,Sheltered and Unsheltered Count,891.0,452.0,137.0,0.0,589.0,302.0,449.0,181.0,45.0,0.0,226.0,223.0,442.0,271.0,92.0,363.0,79.0,142.0,86.0,32.0,118.0,24.0,0.0,139.0,83.0,0.0,83.0,56.0
2010,MD-506,Carroll County CoC,Sheltered and Unsheltered Count,211.0,53.0,105.0,25.0,183.0,28.0,132.0,38.0,51.0,25.0,114.0,18.0,79.0,15.0,54.0,69.0,10.0,27.0,5.0,18.0,23.0,4.0,11.0,27.0,11.0,11.0,22.0,5.0
2010,MD-511,Mid-Shore Regional CoC,Sheltered and Unsheltered Count,96.0,44.0,24.0,0.0,68.0,28.0,70.0,37.0,11.0,0.0,48.0,22.0,26.0,7.0,13.0,20.0,6.0,9.0,2.0,5.0,7.0,2.0,0.0,5.0,4.0,0.0,4.0,1.0
2010,MD-513,"Wicomico, Somerset, Worcester Counties CoC",Sheltered-Only Count,240.0,162.0,35.0,0.0,197.0,43.0,175.0,125.0,7.0,0.0,132.0,43.0,65.0,37.0,28.0,65.0,0.0,24.0,13.0,11.0,24.0,0.0,0.0,50.0,32.0,0.0,32.0,18.0
2010,MD-514,Maryland Balance of State CoC,,3519.0,684.0,634.0,0.0,1318.0,2201.0,1212.0,361.0,287.0,0.0,648.0,564.0,2307.0,323.0,347.0,670.0,1637.0,735.0,110.0,115.0,225.0,510.0,0.0,666.0,266.0,0.0,266.0,400.0
2010,MD-600,Prince George's County CoC,Sheltered and Unsheltered Count,789.0,420.0,243.0,0.0,663.0,126.0,431.0,284.0,21.0,0.0,305.0,126.0,358.0,136.0,222.0,358.0,0.0,101.0,34.0,67.0,101.0,0.0,0.0,124.0,35.0,0.0,35.0,89.0
2010,MD-601,Montgomery County CoC,Sheltered and Unsheltered Count,1064.0,504.0,347.0,32.0,883.0,181.0,692.0,323.0,156.0,32.0,511.0,181.0,372.0,181.0,191.0,372.0,0.0,124.0,59.0,65.0,124.0,0.0,4.0,184.0,97.0,4.0,101.0,83.0
2010,ME-500,Maine Statewide CoC,Sheltered and Unsheltered Count,2379.0,854.0,1497.0,0.0,2351.0,28.0,1061.0,548.0,485.0,0.0,1033.0,28.0,1318.0,306.0,1012.0,1318.0,0.0,447.0,105.0,342.0,447.0,0.0,0.0,226.0,221.0,0.0,221.0,5.0
2010,MI-500,Michigan Balance of State CoC,No 2010 PIT Count,3021.0,939.0,1155.0,0.0,2094.0,927.0,1179.0,374.0,265.0,0.0,639.0,540.0,1842.0,565.0,890.0,1455.0,387.0,633.0,211.0,295.0,506.0,127.0,0.0,214.0,133.0,0.0,133.0,81.0
2010,MI-501,Detroit CoC,Sheltered-Only Count,2812.0,1640.0,893.0,17.0,2550.0,262.0,2434.0,1401.0,754.0,17.0,2172.0,262.0,378.0,239.0,139.0,378.0,0.0,141.0,87.0,54.0,141.0,0.0,17.0,819.0,725.0,17.0,742.0,77.0
2010,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Sheltered-Only Count,458.0,147.0,290.0,15.0,452.0,6.0,153.0,70.0,62.0,15.0,147.0,6.0,305.0,77.0,228.0,305.0,0.0,82.0,22.0,60.0,82.0,0.0,9.0,39.0,28.0,9.0,37.0,2.0
2010,MI-503,"St. Clair Shores, Warren/Macomb County CoC",Sheltered-Only Count,896.0,210.0,101.0,0.0,311.0,585.0,545.0,179.0,27.0,0.0,206.0,339.0,351.0,31.0,74.0,105.0,246.0,105.0,12.0,22.0,34.0,71.0,0.0,222.0,48.0,0.0,48.0,174.0
2010,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Sheltered-Only Count,731.0,129.0,322.0,0.0,451.0,280.0,492.0,66.0,184.0,0.0,250.0,242.0,239.0,63.0,138.0,201.0,38.0,78.0,16.0,50.0,66.0,12.0,0.0,38.0,24.0,0.0,24.0,14.0
2010,MI-505,Flint/Genesee County CoC,Sheltered and Unsheltered Count,277.0,150.0,49.0,0.0,199.0,78.0,183.0,75.0,32.0,0.0,107.0,76.0,94.0,75.0,17.0,92.0,2.0,29.0,22.0,6.0,28.0,1.0,0.0,46.0,23.0,0.0,23.0,23.0
2010,MI-506,"Grand Rapids, Wyoming/Kent County CoC",Sheltered and Unsheltered Count,585.0,296.0,279.0,0.0,575.0,10.0,228.0,205.0,13.0,0.0,218.0,10.0,357.0,91.0,266.0,357.0,0.0,118.0,27.0,91.0,118.0,0.0,0.0,32.0,22.0,0.0,22.0,10.0
